"Story","Title","Result","Date","Stability","Duration (s)"
"Invoice","As Admin I want to upload file csv for Invoice","SUCCESS","2022-07-21T17:46:49.5043881-08:00[GMT-08:00]","0.0","4.3"
"Invoice","As admin I want to Get All Invoice","SUCCESS","2022-07-21T17:46:53.8862513-08:00[GMT-08:00]","0.0","1.64"
"Invoice","As admin I want to Get Invoice by Id","SUCCESS","2022-07-21T17:46:55.6012489-08:00[GMT-08:00]","0.0","1.46"
